Reaction Name,cost,Macromolecule ID,Macromolecule stoichiometry,EC number,turnover number
R_HSK,310.0,b0003,1.0,2.7.1.3,0
R_HSST,618.0,b4013,2.0,2.3.1.4,9.000000000000002
R_HSTPT,714.0,b2021,2.0,2.6.1.9,1.1731302063099633
R_HXAND,293.0,b2867,1.0,1.17.1.,1.1731302063099633
R_HXAtex,1086.0,b0929,3.0,not found,0
R_HXAtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_HXAtex_duplicate_3,1053.0,b0241,3.0,not found,0
R_HXAtex_duplicate_4,1131.0,b1377,3.0,not found,0
R_HXCT,220.0,b2221,1.0,2.8.3.8,289.99999999999994
R_HXPRT,612.0,b0238,4.0,2.4.2.8,1.0002512201227234
R_HXPRT_duplicate_2,720.0,b0125,4.0,not found,0
R_HYD1pp,332.0,b2996,1.0,not found,0
R_HYD1pp_duplicate_2,598.0,b0973,1.0,not found,0
R_HYD1pp_duplicate_3,608.0,b2723,1.0,not found,0
R_HYD2pp,598.0,b0973,1.0,not found,0
R_HYD2pp_duplicate_2,332.0,b2996,1.0,not found,0
R_HYD3pp,598.0,b0973,1.0,1.18.99,1.0002512201227234
R_HYD3pp_duplicate_2,332.0,b2996,1.0,not found,0
R_HYXNtex,1131.0,b1377,3.0,not found,0
R_HYXNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_HYXNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_HYXNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_Htex,1101.0,b2215,3.0,not found,0
R_Htex_duplicate_2,1086.0,b0929,3.0,not found,0
R_Htex_duplicate_3,1131.0,b1377,3.0,not found,0
R_Htex_duplicate_4,1053.0,b0241,3.0,not found,0
R_I2FE2SR,810.0,b2530,2.0,not found,0
R_I2FE2SS,810.0,b2530,2.0,not found,0
R_I2FE2SS2,810.0,b2530,2.0,not found,0
R_I2FE2ST,218.0,b2528,2.0,not found,0
R_I4FE4SR,256.0,b2529,2.0,not found,0
R_I4FE4ST,218.0,b2528,2.0,not found,0
R_ICDHyr,834.0,b1136,2.0,1.1.1.4,0.8366600265340756
R_ICHORS_copy1,862.0,b2265,2.0,5.4.4.2,0.7764896394466918
R_ICHORS_copy2,392.0,b0593,1.0,5.4.4.2,0.7764896394466918
R_ICHORT,572.0,b0595,2.0,3.3.2.1,18.147077227725774
R_ICL,1740.0,b4015,4.0,4.1.3.1,21.60359593767129
R_ICYSDS,810.0,b2530,2.0,not found,0
R_IDOND,345.0,b4267,1.0,1.1.1.3,1.764520262480233
R_IDOND2,345.0,b4267,1.0,1.1.1.2,55.76482656011386
R_IDONt2rpp,439.0,b4265,1.0,3.6.3.-,55.76482656011386
R_IDONtex,1131.0,b1377,3.0,not found,0
R_IDONtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_IDONtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_IDONtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_IG3PS,196.0,b2023,1.0,4.3.2.M,55.76482656011386
R_IGPDH,357.0,b2022,1.0,4.2.1.1,11829.050907938763
R_IGPS,453.0,b1262,1.0,4.1.1.4,0
R_ILETA,1860.0,b3770,6.0,2.6.1.4,0
R_ILETRS,939.0,b0026,1.0,6.1.1.5,4.4796182261477355
R_ILEabcpp,367.0,b3460,1.0,not found,0
R_ILEt2rpp,439.0,b0401,1.0,not found,0
R_ILEtex,1131.0,b1377,3.0,not found,0
R_ILEtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ILEtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ILEtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_IMPC,529.0,b4006,1.0,3.5.4.1,21.600422174071127
R_IMPD,1956.0,b2508,4.0,1.1.1.2,55.76482656011386
R_IMPtex,1131.0,b1377,3.0,not found,0
R_IMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_IMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_IMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_INDOLEt2pp,3102.0,b3266,3.0,not found,0
R_INDOLEt2rpp,414.0,b3161,1.0,not found,0
R_INDOLEtex,1131.0,b1377,3.0,not found,0
R_INDOLEtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_INDOLEtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_INDOLEtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_INOSTt4pp,571.0,b3679,1.0,not found,0
R_INSH,304.0,b0030,1.0,3.2.2.8,0.5345058137336586
R_INSK,434.0,b0477,1.0,2.7.1.7,8.497288753844936
R_INSTtex,1131.0,b1377,3.0,not found,0
R_INSTtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_INSTtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_INSTtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_INSt2pp_copy1,418.0,b2964,1.0,not found,0
R_INSt2pp_copy2,418.0,b2406,1.0,not found,0
R_INStex,294.0,b0411,1.0,not found,0
R_IPDDI,368.0,b2889,2.0,5.3.3.2,1.6
R_IPDPS,634.0,b0029,2.0,1.17.1.,1.6
R_IPMD,728.0,b0073,2.0,1.1.1.8,77.56287771866124
R_IPPMIa,201.0,b0071,1.0,4.2.1.3,nan
R_IPPMIb,201.0,b0071,1.0,4.2.1.3,nan
R_IPPS,2092.0,b0074,4.0,2.3.3.1,0
R_ISETACabcpp,510.0,b0366,2.0,not found,0
R_ISETACabcpp_duplicate_2,510.0,b0933,2.0,not found,0
R_ISETACtex,1131.0,b1377,3.0,not found,0
R_ISETACtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ISETACtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ISETACtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_K2L4Aabcpp,1164.0,b0914,2.0,not found,0
R_K2L4Aabctex,366.0,b4261,1.0,not found,0
R_KARA1,1972.0,b3774,4.0,1.1.1.8,77.56287771866124
R_KARA2,1972.0,b3774,4.0,1.1.1.8,77.56287771866124
R_KAS14,812.0,b2323,2.0,2.3.1.8,223.159136044214
R_KAS14_duplicate_2,826.0,b1095,2.0,not found,0
R_KAS15,634.0,b1091,2.0,2.3.1.1,0.4142463035441596
R_KDOCT2,249.0,b0918,1.0,2.7.7.3,0.0009170000000000003
R_KDOPP,756.0,b3198,4.0,3.1.3.4,210.35683967962632
R_KDOPS,852.0,b1215,3.0,2.5.1.5,0
R_KG6PDC,434.0,b4196,2.0,4.1.1.8,60.699999999999996
R_KG6PDC_duplicate_2,442.0,b3581,2.0,not found,0
R_Kabcpp,682.0,b0697,1.0,3.6.3.1,0
R_Kabcpp_duplicate_2,190.0,b0696,1.0,not found,0
R_Kt2pp,458.0,b3290,1.0,not found,0
R_Kt2pp_duplicate_2,458.0,b3290,1.0,not found,0
R_Kt2pp_duplicate_3,834.0,b1250,2.0,not found,0
R_Kt2pp_duplicate_4,622.0,b3747,1.0,not found,0
R_Kt3pp,601.0,b3350,1.0,not found,0
R_Kt3pp_duplicate_2,366.0,b1216,1.0,not found,0
R_Kt3pp_duplicate_3,410.0,b0842,1.0,not found,0
R_Kt3pp_duplicate_4,1240.0,b0047,2.0,not found,0
R_Ktex,1131.0,b1377,3.0,not found,0
R_Ktex_duplicate_2,1053.0,b0241,3.0,not found,0
R_Ktex_duplicate_3,1086.0,b0929,3.0,not found,0
R_Ktex_duplicate_4,1101.0,b2215,3.0,not found,0
R_L_LACD2,397.0,b3605,1.0,1.1.2.3,0
R_L_LACD2_duplicate_2,475.0,b0307,1.0,not found,0
R_L_LACD3,397.0,b3605,1.0,1.1.2.3,0
R_L_LACD3_duplicate_2,475.0,b0307,1.0,not found,0
R_L_LACt2rpp,551.0,b3603,1.0,not found,0
R_L_LACt2rpp_duplicate_2,560.0,b2975,1.0,not found,0
R_L_LACtex,1101.0,b2215,3.0,not found,0
R_L_LACtex_duplicate_2,1086.0,b0929,3.0,not found,0
R_L_LACtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_L_LACtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_LA4NTpp,550.0,b2257,1.0,not found,0
R_LACZ,4108.0,b0344,4.0,3.2.1.2,0
R_LACZpp,765.0,b2132,1.0,3.2.1.2,0
R_LADGMDH,242.0,b1326,1.0,not found,0
R_LALADGLUtex,1053.0,b0241,3.0,not found,0
R_LALADGLUtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_LALADGLUtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_LALADGLUtex_duplicate_4,1086.0,b0929,3.0,not found,0
R_LALADGLUtpp,485.0,b4130,1.0,not found,0
R_LALADGLUtpp_duplicate_2,500.0,b1634,1.0,not found,0
R_LALADGLUtpp_duplicate_3,489.0,b3496,1.0,not found,0
R_LALADGLUtpp_duplicate_4,493.0,b0709,1.0,not found,0
R_LALALGLUtex,1053.0,b0241,3.0,not found,0
R_LALALGLUtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_LALALGLUtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_LALALGLUtex_duplicate_4,1086.0,b0929,3.0,not found,0
R_LALALGLUtpp,485.0,b4130,1.0,not found,0
R_LALALGLUtpp_duplicate_2,500.0,b1634,1.0,not found,0
R_LALALGLUtpp_duplicate_3,489.0,b3496,1.0,not found,0
R_LALALGLUtpp_duplicate_4,493.0,b0709,1.0,not found,0
R_LALDO2x,2944.0,b3945,8.0,1.1.1.7,0
R_LALGP,487.0,b0237,1.0,3.4.13.,0
R_LCADi,1916.0,b1415,4.0,1.2.1.2,0
R_LCARS,766.0,b2799,2.0,1.1.1.7,0
R_LCTSt3ipp,392.0,b0070,1.0,not found,0
R_LCTSt3ipp_duplicate_2,393.0,b2170,1.0,not found,0
R_LCTSt3ipp_duplicate_3,396.0,b1528,1.0,not found,0
R_LCTStex,1131.0,b1377,3.0,not found,0
R_LCTStex_duplicate_2,1053.0,b0241,3.0,not found,0
R_LCTStex_duplicate_3,1086.0,b0929,3.0,not found,0
R_LCTStex_duplicate_4,1101.0,b2215,3.0,not found,0
R_LCTStpp,417.0,b0343,1.0,not found,0
R_LDH_D,572.0,b2133,1.0,1.1.1.2,55.76482656011386
R_LDH_D_duplicate_2,329.0,b1380,1.0,not found,0
R_LDH_D2,572.0,b2133,1.0,not found,0
R_LEUTAi,1860.0,b3770,6.0,2.6.1.6,0
R_LEUTAi_duplicate_2,796.0,b4054,2.0,not found,0
R_LEUTRS,860.0,b0642,1.0,6.1.1.4,2.788426804776418
R_LEUabcpp,367.0,b3460,1.0,not found,0
R_LEUabcpp_duplicate_2,369.0,b3458,1.0,not found,0
R_LEUt2rpp,439.0,b0401,1.0,not found,0
R_LEUtex,1131.0,b1377,3.0,not found,0
R_LEUtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_LEUtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_LEUtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_LGTHL,272.0,b1651,2.0,4.4.1.5,nan
R_LIPACabcpp,1164.0,b0914,2.0,not found,0
R_LIPAHT2ex,372.0,b0622,2.0,not found,0
R_LIPAHTex,372.0,b0622,2.0,not found,0
R_LIPAMPL,338.0,b4386,1.0,not found,0
R_LIPATPT,338.0,b4386,1.0,6.3.1.2,31.178696328762346
R_LIPAabcpp,1164.0,b0914,2.0,not found,0
R_LIPAabctex,366.0,b4261,1.0,not found,0
R_LIPOCT,213.0,b0630,1.0,not found,0
R_LIPOS,646.0,b0628,2.0,not found,0
R_LIPOtex,1086.0,b0929,3.0,not found,0
R_LIPOtex_duplicate_2,1131.0,b1377,3.0,not found,0
R_LIPOtex_duplicate_3,1101.0,b2215,3.0,not found,0
R_LIPOtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_LPADSS,382.0,b0182,1.0,2.4.1.1,2.678607705960832
R_LPLIPAL1A120pp,832.0,b0494,4.0,3.1.1.5,1227.2202987221885
R_LPLIPAL1A140pp,832.0,b0494,4.0,3.1.1.5,1227.2202987221885
R_LPLIPAL1A141pp,832.0,b0494,4.0,3.1.1.5,1227.2202987221885
R_LPLIPAL1A160pp,832.0,b0494,4.0,3.1.1.5,1227.2202987221885
R_LPLIPAL1A161pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1A180pp,832.0,b0494,4.0,3.1.1.5,1227.2202987221885
R_LPLIPAL1A181pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1E120pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1E140pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1E141pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1E160pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1E161pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1E180pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1E181pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1G120pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1G140pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1G141pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1G160pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1G161pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1G180pp,832.0,b0494,4.0,not found,0
R_LPLIPAL1G181pp,832.0,b0494,4.0,not found,0
R_LPLIPAL2A120,340.0,b3825,1.0,3.1.1.5,1227.2202987221885
R_LPLIPAL2A140,340.0,b3825,1.0,3.1.1.5,1227.2202987221885
R_LPLIPAL2A141,340.0,b3825,1.0,3.1.1.5,1227.2202987221885
R_LPLIPAL2A160,340.0,b3825,1.0,3.1.1.5,1227.2202987221885
R_LPLIPAL2A161,340.0,b3825,1.0,not found,0
R_LPLIPAL2A180,340.0,b3825,1.0,3.1.1.5,1227.2202987221885
R_LPLIPAL2A181,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATE120,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATE140,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATE141,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATE160,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATE161,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATE180,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATE181,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATG120,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATG140,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATG141,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATG160,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATG161,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATG180,340.0,b3825,1.0,not found,0
R_LPLIPAL2ATG181,340.0,b3825,1.0,not found,0
R_LPLIPAL2E120,340.0,b3825,1.0,not found,0
R_LPLIPAL2E140,340.0,b3825,1.0,not found,0
R_LPLIPAL2E141,340.0,b3825,1.0,not found,0
R_LPLIPAL2E160,340.0,b3825,1.0,3.1.1.5,1227.2202987221885
R_LPLIPAL2E161,340.0,b3825,1.0,not found,0
R_LPLIPAL2E180,340.0,b3825,1.0,3.1.1.5,1227.2202987221885
R_LPLIPAL2E181,340.0,b3825,1.0,not found,0
R_LPLIPAL2G120,340.0,b3825,1.0,not found,0
R_LPLIPAL2G140,340.0,b3825,1.0,not found,0
R_LPLIPAL2G141,340.0,b3825,1.0,not found,0
R_LPLIPAL2G160,340.0,b3825,1.0,not found,0
R_LPLIPAL2G161,340.0,b3825,1.0,not found,0
R_LPLIPAL2G180,340.0,b3825,1.0,not found,0
R_LPLIPAL2G181,340.0,b3825,1.0,not found,0
R_LSERDHr,992.0,b1539,4.0,1.1.1.2,55.76482656011386
R_LYSDC,7140.0,b0186,10.0,4.1.1.1,0
R_LYSDC_duplicate_2,7160.0,b4131,10.0,not found,0
R_LYSTRS,1016.0,b4129,2.0,6.1.1.6,1.8601091358427095
R_LYSTRS_duplicate_2,1016.0,b2890,2.0,not found,0
R_LYSabcpp,514.0,b2306,2.0,3.6.3.2,0
R_LYSt2pp,489.0,b2156,1.0,not found,0
R_LYSt3pp,211.0,b2923,1.0,not found,0
R_LYStex,1131.0,b1377,3.0,not found,0
R_LYStex_duplicate_2,1053.0,b0241,3.0,not found,0
R_LYStex_duplicate_3,1086.0,b0929,3.0,not found,0
R_LYStex_duplicate_4,1101.0,b2215,3.0,not found,0
R_LYXI,1680.0,b3903,4.0,5.3.1.-,0
R_LYXt2pp,344.0,b3907,1.0,not found,0
R_LYXtex,1131.0,b1377,3.0,not found,0
R_LYXtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_LYXtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_LYXtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_M1PD,382.0,b3600,1.0,1.1.1.1,8.950317515357224
R_MACPD,812.0,b2323,2.0,4.1.1.8,60.699999999999996
R_MALCOAMT,251.0,b0777,1.0,not found,0
R_MALDDH,362.0,b1800,1.0,1.1.1.8,77.56287771866124
R_MALDt2_2pp,428.0,b3528,1.0,not found,0
R_MALDtex,1053.0,b0241,3.0,not found,0
R_MALDtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_MALDtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_MALDtex_duplicate_4,1086.0,b0929,3.0,not found,0
R_MALS,533.0,b4014,1.0,2.3.3.9,24.849999999999998
R_MALS_duplicate_2,724.0,b2976,1.0,not found,0
R_MALTATr,366.0,b0459,2.0,2.3.1.7,0
R_MALTHXabcpp,296.0,b4032,1.0,not found,0
R_MALTHXtexi,1338.0,b4036,3.0,not found,0
R_MALTPTabcpp,296.0,b4032,1.0,not found,0
R_MALTPTtexi,1338.0,b4036,3.0,not found,0
R_MALTTRabcpp,296.0,b4032,1.0,3.6.3.-,0
R_MALTTRtexi,1338.0,b4036,3.0,not found,0
R_MALTTTRabcpp,296.0,b4032,1.0,3.6.3.-,0
R_MALTTTRtexi,1338.0,b4036,3.0,not found,0
R_MALTabcpp,296.0,b4032,1.0,3.6.3.1,0
R_MALTptspp,85.0,b2415,1.0,not found,0
R_MALTtexi,1338.0,b4036,3.0,not found,0
R_MALt2_2pp,428.0,b3528,1.0,not found,0
R_MALt2_3pp,446.0,b4123,1.0,not found,0
R_MALt2_3pp_duplicate_2,433.0,b4138,1.0,not found,0
R_MALtex,1131.0,b1377,3.0,not found,0
R_MALtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MALtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MALtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MAN1PT2,478.0,b2049,1.0,2.7.7.2,0
R_MAN6PI,392.0,b1613,1.0,5.3.1.8,23.0
R_MAN6Pt6_2pp,463.0,b3666,1.0,not found,0
R_MAN6Ptex,1131.0,b1377,3.0,not found,0
R_MAN6Ptex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MAN6Ptex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MAN6Ptex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MANAO,486.0,b4323,1.0,1.1.1.5,0
R_MANGLYCptspp,85.0,b2415,1.0,not found,0
R_MANGLYCtex,1131.0,b1377,3.0,not found,0
R_MANGLYCtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MANGLYCtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MANGLYCtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MANPGH,878.0,b0732,1.0,3.2.1.1,98.29999999999997
R_MANptspp,85.0,b2415,1.0,not found,0
R_MANtex,1131.0,b1377,3.0,not found,0
R_MANtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MANtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MANtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MCITD,483.0,b0334,1.0,4.2.1.7,98.29999999999997
R_MCITL2,1188.0,b0331,4.0,4.1.3.3,1.3421185060525125
R_MCITS,778.0,b0333,2.0,2.3.3.5,17.51567049607284
R_MCOATA,78.0,b1094,1.0,2.3.1.8,223.159136044214
R_MCPST,281.0,b2521,1.0,2.8.1.2,12.500000000000002
R_MCTP1App,844.0,b0149,1.0,not found,0
R_MCTP1App_duplicate_2,1176.0,b0084,2.0,not found,0
R_MCTP1App_duplicate_3,633.0,b0635,1.0,not found,0
R_MCTP1App_duplicate_4,850.0,b3396,1.0,not found,0
R_MCTP1Bpp,844.0,b0149,1.0,not found,0
R_MCTP1Bpp_duplicate_2,850.0,b3396,1.0,not found,0
R_MCTP2App,850.0,b3396,1.0,not found,0
R_MCTP2App_duplicate_2,1176.0,b0084,2.0,not found,0
R_MCTP2App_duplicate_3,633.0,b0635,1.0,not found,0
R_MCTP2App_duplicate_4,844.0,b0149,1.0,not found,0
R_MDDCP1pp,400.0,b0839,1.0,3.4.16.,12.500000000000002
R_MDDCP1pp_duplicate_2,403.0,b0632,1.0,not found,0
R_MDDCP1pp_duplicate_3,477.0,b3182,1.0,not found,0
R_MDDCP1pp_duplicate_4,388.0,b2010,1.0,not found,0
R_MDDCP2pp,400.0,b0839,1.0,3.4.16.,12.500000000000002
R_MDDCP2pp_duplicate_2,403.0,b0632,1.0,not found,0
R_MDDCP2pp_duplicate_3,477.0,b3182,1.0,not found,0
R_MDDCP2pp_duplicate_4,388.0,b2010,1.0,not found,0
R_MDDCP3pp,400.0,b0839,1.0,3.4.16.,12.500000000000002
R_MDDCP3pp_duplicate_2,403.0,b0632,1.0,not found,0
R_MDDCP3pp_duplicate_3,477.0,b3182,1.0,not found,0
R_MDDCP3pp_duplicate_4,388.0,b2010,1.0,not found,0
R_MDDCP4pp,400.0,b0839,1.0,3.4.16.,12.500000000000002
R_MDDCP4pp_duplicate_2,403.0,b0632,1.0,not found,0
R_MDDCP4pp_duplicate_3,477.0,b3182,1.0,not found,0
R_MDDCP4pp_duplicate_4,388.0,b2010,1.0,not found,0
R_MDDCP5pp,400.0,b0839,1.0,3.4.16.,12.500000000000002
R_MDDCP5pp_duplicate_2,403.0,b0632,1.0,not found,0
R_MDDCP5pp_duplicate_3,477.0,b3182,1.0,not found,0
R_MDDCP5pp_duplicate_4,388.0,b2010,1.0,not found,0
R_MDDEP1pp,552.0,b2328,2.0,not found,0
R_MDDEP1pp_duplicate_2,477.0,b3182,1.0,not found,0
R_MDDEP1pp_duplicate_3,310.0,b2134,1.0,not found,0
R_MDDEP2pp,552.0,b2328,2.0,not found,0
R_MDDEP2pp_duplicate_2,477.0,b3182,1.0,not found,0
R_MDDEP2pp_duplicate_3,310.0,b2134,1.0,not found,0
R_MDDEP3pp,552.0,b2328,2.0,not found,0
R_MDDEP3pp_duplicate_2,477.0,b3182,1.0,not found,0
R_MDDEP3pp_duplicate_3,310.0,b2134,1.0,not found,0
R_MDDEP4pp,552.0,b2328,2.0,not found,0
R_MDDEP4pp_duplicate_2,477.0,b3182,1.0,not found,0
R_MDDEP4pp_duplicate_3,310.0,b2134,1.0,not found,0
R_MDH,624.0,b3236,2.0,1.1.1.3,1.764520262480233
R_MDH2,549.0,b2210,1.0,not found,0
R_MDH3,549.0,b2210,1.0,not found,0
R_ME1,2264.0,b1479,4.0,1.1.1.3,1.764520262480233
R_ME2,4560.0,b2463,6.0,1.1.1.4,0.8366600265340756
R_MECDPDH5,174.0,b2895,1.0,not found,0
R_MECDPDH5_duplicate_2,177.0,b0684,1.0,not found,0
R_MECDPS,480.0,b2746,3.0,4.6.1.1,1.67
R_MELIBt2pp,473.0,b4120,1.0,not found,0
R_MELIBt3ipp,396.0,b1528,1.0,not found,0
R_MELIBtex,1131.0,b1377,3.0,not found,0
R_MELIBtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MELIBtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MELIBtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MEOHtex,1101.0,b2215,3.0,not found,0
R_MEOHtex_duplicate_2,1131.0,b1377,3.0,not found,0
R_MEOHtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MEOHtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_MEOHtrpp,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_MEPCT,474.0,b2747,2.0,2.7.7.6,0.13152646820320596
R_METAT,1548.0,b2942,4.0,2.5.1.6,0.04256331686174346
R_METDabcpp,686.0,b0199,2.0,not found,0
R_METDtex,1131.0,b1377,3.0,not found,0
R_METDtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_METDtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_METDtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_METOX1s,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_METOX2s,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_METS,1229.0,b4019,1.0,2.1.1.1,0
R_METS_duplicate_2,754.0,b3829,1.0,not found,0
R_METSOX1tex,1131.0,b1377,3.0,not found,0
R_METSOX1tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_METSOX1tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_METSOX1tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_METSOX2tex,1131.0,b1377,3.0,not found,0
R_METSOX2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_METSOX2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_METSOX2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_METSOXR1,778.0,b3551,1.0,1.8.4.1,0
R_METSOXR1_duplicate_2,212.0,b4219,1.0,not found,0
R_METSOXR1_duplicate_3,212.0,b4219,1.0,not found,0
R_METSOXR1_duplicate_4,778.0,b3551,1.0,not found,0
R_METSOXR2,138.0,b1778,1.0,1.8.4.1,0
R_METSOXR2_duplicate_2,138.0,b1778,1.0,not found,0
R_METTRS,1356.0,b2114,2.0,6.1.1.1,0.5354524877928579
R_METabcpp,686.0,b0199,2.0,not found,0
R_METtex,1131.0,b1377,3.0,not found,0
R_METtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_METtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_METtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MG2tex,1131.0,b1377,3.0,not found,0
R_MG2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_MG2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_MG2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_MG2tpp,1580.0,b3816,5.0,not found,0
R_MG2uabcpp,898.0,b4242,1.0,3.6.3.2,0
R_MGSA,912.0,b0963,6.0,4.2.3.3,13.036107242864722
R_MI1PP,268.0,b2533,1.0,3.1.3.2,66.68907528600917
R_MICITDr,866.0,b0118,1.0,4.2.1.9,5.1774938199362035
R_MINCYCtex,1086.0,b0929,3.0,not found,0
R_MINCYCtex_duplicate_2,1131.0,b1377,3.0,not found,0
R_MINCYCtex_duplicate_3,1101.0,b2215,3.0,not found,0
R_MINCYCtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_MINCYCtpp,3147.0,b0462,3.0,not found,0
R_MINCYCtpp_duplicate_2,1037.0,b2470,1.0,not found,0
R_MLTG1,604.0,b0403,1.0,3.2.1.2,0
R_MLTG2,604.0,b0403,1.0,not found,0
R_MLTG3,604.0,b0403,1.0,3.2.1.7,0
R_MLTG4,604.0,b0403,1.0,3.2.1.2,0
R_MLTG5,604.0,b0403,1.0,3.2.1.2,0
R_MLTGY1pp,361.0,b2701,1.0,not found,0
R_MLTGY1pp_duplicate_2,645.0,b4392,1.0,not found,0
R_MLTGY1pp_duplicate_3,518.0,b2558,1.0,not found,0
R_MLTGY1pp_duplicate_4,359.0,b2963,1.0,not found,0
R_MLTGY1pp_duplicate_5,365.0,b2813,1.0,not found,0
R_MLTGY1pp_duplicate_6,203.0,b1193,1.0,not found,0
